id,length,diameter,height,whole,shucked,viscera,shell,rings
2041,0.32,0.255,0.085,0.1745,0.07200000000000001,0.033,0.057,8
2042,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054000000000000006,8
2043,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8
2044,0.395,0.295,0.1,0.293,0.14,0.062,0.08199999999999999,7
2045,0.4,0.305,0.16,0.368,0.17300000000000001,0.0705,0.105,7
2046,0.405,0.31,0.09,0.312,0.138,0.06,0.087,8
2047,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,7
2048,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6
2049,0.44,0.305,0.115,0.379,0.162,0.091,0.11,9
2050,0.445,0.32,0.12,0.37799999999999995,0.152,0.0825,0.12,8
2051,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8
2052,0.455,0.355,1.13,0.594,0.332,0.11599999999999999,0.1335,8
2053,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8
2054,0.46,0.345,0.11,0.4595,0.235,0.0885,0.11599999999999999,7
2055,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7
2056,0.465,0.355,0.09,0.4325,0.2005,0.07400000000000001,0.1275,9
2057,0.475,0.38,0.14,0.6890000000000001,0.3165,0.1315,0.1955,7
2058,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8
2059,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8
2060,0.49,0.37,0.11,0.5379999999999999,0.271,0.1035,0.139,8
2061,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9
2062,0.5,0.38,0.14,0.6355,0.27699999999999997,0.14300000000000002,0.1785,8
2063,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7
2064,0.525,0.385,0.1,0.5115,0.24600000000000002,0.1005,0.1455,8
2065,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8
2066,0.535,0.42,0.13,0.6990000000000001,0.3125,0.1565,0.2035,8
2067,0.54,0.385,0.14,0.7655,0.3265,0.11599999999999999,0.2365,10
2068,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9
2069,0.545,0.43,0.16,0.8440000000000001,0.3945,0.1855,0.231,9
2070,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,9
2071,0.55,0.42,0.115,0.6679999999999999,0.2925,0.13699999999999998,0.209,11
2072,0.565,0.44,0.135,0.83,0.39299999999999996,0.1735,0.23800000000000002,9
2073,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,8
2074,0.58,0.435,0.15,0.8390000000000001,0.3485,0.207,0.192,7
2075,0.585,0.485,0.15,1.079,0.4145,0.2115,0.35600000000000004,11
2076,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9
2077,0.6,0.47,0.19,1.1345,0.49200000000000005,0.2595,0.3375,10
2078,0.61,0.43,0.14,0.909,0.43799999999999994,0.2,0.22,8
2079,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.37200000000000005,8
2080,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9
2081,0.645,0.495,0.15,1.2095,0.603,0.2225,0.33899999999999997,9
2082,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8
2083,0.665,0.525,0.21,1.6440000000000001,0.818,0.3395,0.4275,10
2084,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11
2085,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,12
2086,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10
2087,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,10
2088,0.72,0.585,0.22,1.9140000000000001,0.9155,0.44799999999999995,0.479,11
2089,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,12
2090,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10
2091,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,17
2092,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8
2093,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,10
2094,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,11
2095,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7
2096,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7
2097,0.5,0.39,0.145,0.6509999999999999,0.273,0.132,0.22,11
2098,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7
2099,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,8
2100,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10
2101,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10
2102,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,19
2103,0.41,0.31,0.11,0.315,0.124,0.08199999999999999,0.095,9
2104,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9
2105,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,11
2106,0.585,0.48,0.185,1.04,0.434,0.265,0.285,10
2107,0.595,0.455,0.155,1.041,0.41600000000000004,0.2105,0.365,14
2108,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,15
2109,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,27
2110,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,13
2111,0.325,0.25,0.055,0.166,0.076,0.051,0.045,5
2112,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,9
2113,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,8
2114,0.385,0.29,0.09,0.23199999999999998,0.0855,0.0495,0.08,7
2115,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,4
2116,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009000000000000001,3
2117,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,6
2118,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,7
2119,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8
2120,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9
2121,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7
2122,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9
2123,0.435,0.35,0.12,0.4585,0.192,0.1,0.13,11
2124,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,6
2125,0.385,0.295,0.095,0.335,0.147,0.094,0.09,7
2126,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8
2127,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10
2128,0.4,0.31,0.1,0.127,0.106,0.071,0.085,7
2129,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,12
2130,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,12
2131,0.585,0.455,0.14,0.97,0.462,0.185,0.295,9
2132,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6
2133,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,10
2134,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9
2135,0.44,0.33,0.115,0.4005,0.14300000000000002,0.113,0.12,8
2136,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12
2137,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9
2138,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10
2139,0.57,0.465,0.18,0.9995,0.405,0.27699999999999997,0.295,16
2140,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,14
2141,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,10
2142,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7
2143,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,9
2144,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10
2145,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9
2146,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,9
2147,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11
2148,0.46,0.375,0.135,0.4935,0.18600000000000003,0.0845,0.17,12
2149,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8
2150,0.27,0.195,0.07,0.106,0.0465,0.018000000000000002,0.036000000000000004,7
2151,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10
2152,0.745,0.585,0.19,1.966,0.8435,0.43700000000000006,0.5855,18
2153,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8
2154,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,5
2155,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10
2156,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16
2157,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,12
2158,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17
2159,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,14
2160,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,12
2161,0.69,0.55,0.2,1.8465,0.732,0.47200000000000003,0.57,19
2162,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,17
2163,0.71,0.565,0.195,1.817,0.785,0.49200000000000005,0.49,11
2164,0.55,0.47,0.15,0.897,0.377,0.184,0.29,9
2165,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5
2166,0.61,0.45,0.16,1.136,0.414,0.311,0.3,9
2167,0.38,0.28,0.085,0.2735,0.115,0.061,0.085,6
2168,0.37,0.275,0.085,0.2405,0.10400000000000001,0.0535,0.07,5
2169,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6
2170,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,4
2171,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7
2172,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,6
2173,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5
2174,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,10
2175,0.645,0.5,0.17,1.1845,0.4805,0.27399999999999997,0.355,13
2176,0.575,0.45,0.185,0.925,0.342,0.19699999999999998,0.35,12
2177,0.57,0.45,0.17,1.0979999999999999,0.414,0.187,0.405,20
2178,0.58,0.45,0.235,1.071,0.3,0.20600000000000002,0.395,14
2179,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15
2180,0.595,0.47,0.25,1.2830000000000001,0.462,0.2475,0.445,14
2181,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,21
2182,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16
2183,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13
2184,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,6
2185,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6
2186,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9
2187,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,9
2188,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14
2189,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,12
2190,0.49,0.37,0.14,0.585,0.243,0.115,0.195,10
2191,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,11
2192,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15
2193,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14
2194,0.215,0.17,0.055,0.0605,0.0205,0.013999999999999999,0.02,6
2195,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13
2196,0.26,0.215,0.08,0.099,0.037000000000000005,0.0255,0.045,5
2197,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,11
2198,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10
2199,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,6
2200,0.68,0.55,0.2,1.5959999999999999,0.525,0.4075,0.585,21
2201,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13
2202,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25
2203,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,19
2204,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
2205,0.42,0.345,0.105,0.43,0.175,0.096,0.13,7
2206,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,6
2207,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5
2208,0.42,0.34,0.115,0.4215,0.175,0.09300000000000001,0.135,8
2209,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16
2210,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,27
2211,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18
2212,0.565,0.47,0.195,1.1420000000000001,0.387,0.258,0.35,17
2213,0.595,0.495,0.235,1.3659999999999999,0.5065,0.21899999999999997,0.52,13
2214,0.63,0.51,0.23,1.5390000000000001,0.5635,0.2815,0.57,17
2215,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,8
2216,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10
2217,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,7
2218,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13
2219,0.495,0.39,0.15,0.853,0.3285,0.18899999999999997,0.27,14
2220,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,13
2221,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,8
2222,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,17
2223,0.625,0.525,0.195,1.3519999999999999,0.4505,0.2445,0.53,13
2224,0.555,0.455,0.18,0.958,0.29600000000000004,0.195,0.39,14
2225,0.55,0.425,0.145,0.797,0.297,0.15,0.265,9
2226,0.59,0.475,0.155,0.857,0.35600000000000004,0.174,0.28,13
2227,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,7
2228,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,7
2229,0.505,0.39,0.175,0.6920000000000001,0.267,0.15,0.215,12
2230,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7
2231,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13
2232,0.505,0.4,0.165,0.7290000000000001,0.2675,0.155,0.25,9
2233,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9
2234,0.595,0.475,0.17,1.0965,0.419,0.22899999999999998,0.35,17
2235,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14
2236,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,13
2237,0.56,0.435,0.185,1.1059999999999999,0.42200000000000004,0.2435,0.33,15
2238,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17
2239,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,8
2240,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8
2241,0.415,0.315,0.125,0.38799999999999996,0.068,0.09,0.125,12
2242,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,11
2243,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,7
2244,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10
2245,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,11
2246,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,9
2247,0.38,0.325,0.11,0.3105,0.12,0.07400000000000001,0.105,10
2248,0.47,0.365,0.12,0.5429999999999999,0.2295,0.1495,0.15,9
2249,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,6
2250,0.585,0.455,0.165,0.998,0.345,0.2495,0.315,12
2251,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,11
2252,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13
2253,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14
2254,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,11
2255,0.65,0.495,0.18,1.7930000000000001,0.8005,0.33899999999999997,0.53,14
2256,0.51,0.395,0.145,0.6185,0.21600000000000003,0.1385,0.24,12
2257,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8
2258,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13
2259,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8
2260,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,13
2261,0.55,0.46,0.175,0.8690000000000001,0.3155,0.1825,0.32,10
2262,0.585,0.43,0.16,0.955,0.3625,0.17600000000000002,0.27,11
2263,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,17
2264,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13
2265,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14
2266,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13
2267,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,14
2268,0.61,0.48,0.175,1.0675,0.391,0.21600000000000003,0.42,15
2269,0.545,0.445,0.175,0.8525,0.3465,0.18899999999999997,0.295,13
2270,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,12
2271,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
2272,0.52,0.41,0.17,0.8705,0.3735,0.21899999999999997,0.25,14
2273,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,15
2274,0.67,0.52,0.15,1.406,0.519,0.348,0.37,13
2275,0.695,0.57,0.2,2.033,0.7509999999999999,0.4255,0.685,15
2276,0.655,0.525,0.185,1.2590000000000001,0.48700000000000004,0.2215,0.445,20
2277,0.62,0.48,0.23,1.0935,0.40299999999999997,0.245,0.355,14
2278,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19
2279,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,9
2280,0.525,0.405,0.135,0.7575,0.3305,0.21600000000000003,0.195,10
2281,0.44,0.375,0.13,0.48700000000000004,0.226,0.0965,0.155,9
2282,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,8
2283,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,10
2284,0.435,0.345,0.12,0.4475,0.221,0.11199999999999999,0.125,7
2285,0.405,0.315,0.105,0.34700000000000003,0.1605,0.0785,0.1,9
2286,0.42,0.33,0.1,0.35200000000000004,0.1635,0.08900000000000001,0.1,9
2287,0.5,0.395,0.15,0.7145,0.3235,0.17300000000000001,0.195,9
2288,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,7
2289,0.33,0.265,0.09,0.18,0.068,0.036000000000000004,0.06,6
2290,0.58,0.475,0.155,0.9740000000000001,0.4305,0.23,0.285,10
2291,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,6
2292,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10
2293,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,9
2294,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,6
2295,0.525,0.425,0.12,0.7020000000000001,0.3335,0.1465,0.22,12
2296,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,10
2297,0.535,0.45,0.135,0.8075,0.322,0.18100000000000002,0.25,13
2298,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8
2299,0.415,0.325,0.1,0.385,0.16699999999999998,0.08,0.125,7
2300,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,8
2301,0.48,0.405,0.13,0.6375,0.27699999999999997,0.1445,0.21,10
2302,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,10
2303,0.46,0.375,0.13,0.5735,0.2505,0.11900000000000001,0.195,9
2304,0.58,0.455,0.12,0.94,0.39899999999999997,0.257,0.265,11
2305,0.59,0.49,0.135,1.008,0.42200000000000004,0.2245,0.285,11
2306,0.55,0.415,0.135,0.775,0.302,0.179,0.26,23
2307,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12
2308,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16
2309,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11
2310,0.47,0.375,0.13,0.5795,0.2145,0.16399999999999998,0.195,13
2311,0.435,0.35,0.11,0.384,0.14300000000000002,0.1005,0.125,13
2312,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7
2313,0.315,0.24,0.07,0.13699999999999998,0.0545,0.0315,0.04,8
2314,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16
2315,0.58,0.475,0.135,0.925,0.391,0.165,0.275,14
2316,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
2317,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,13
2318,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,13
2319,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,12
2320,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15
2321,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10
2322,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,14
2323,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12
2324,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,8
2325,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,17
2326,0.415,0.305,0.105,0.3605,0.12,0.08199999999999999,0.1,10
2327,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,11
2328,0.475,0.395,0.135,0.5920000000000001,0.2465,0.1645,0.2,13
2329,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,15
2330,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15
2331,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9
2332,0.59,0.46,0.155,0.9059999999999999,0.327,0.1485,0.335,15
2333,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9
2334,0.695,0.55,0.22,1.5515,0.5660000000000001,0.3835,0.445,13
2335,0.8,0.63,0.195,2.526,0.9329999999999999,0.59,0.62,23
2336,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23
2337,0.565,0.48,0.175,0.9570000000000001,0.3885,0.215,0.275,18
2338,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11
2339,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17
2340,0.64,0.52,0.2,1.4069999999999998,0.5660000000000001,0.304,0.455,17
2341,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,11
2342,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,7
2343,0.255,0.185,0.07,0.075,0.027999999999999997,0.018000000000000002,0.025,6
2344,0.17,0.125,0.055,0.0235,0.009000000000000001,0.0055,0.008,6
2345,0.67,0.55,0.17,1.247,0.47200000000000003,0.2455,0.4,21
2346,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,17
2347,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13
2348,0.505,0.4,0.13,0.764,0.3035,0.18899999999999997,0.2175,11
2349,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,16
2350,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9
2351,0.515,0.435,0.17,0.631,0.2765,0.111,0.21600000000000003,12
2352,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,19
2353,0.7,0.53,0.19,1.3185,0.5479999999999999,0.233,0.42,18
2354,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17
2355,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,11
2356,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13
2357,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13
2358,0.585,0.455,0.125,1.0270000000000001,0.391,0.212,0.25,17
2359,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20
2360,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13
2361,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11
2362,0.55,0.45,0.155,0.7895,0.34299999999999997,0.159,0.25,12
2363,0.66,0.525,0.205,1.3665,0.5005,0.29100000000000004,0.41,18
2364,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
2365,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,15
2366,0.63,0.505,0.165,1.065,0.4595,0.21600000000000003,0.315,12
2367,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,19
2368,0.65,0.545,0.16,1.2425,0.48700000000000004,0.29600000000000004,0.48,15
2369,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16
2370,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12
2371,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8
2372,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
2373,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12
2374,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12
2375,0.435,0.335,0.11,0.38299999999999995,0.1555,0.0675,0.135,12
2376,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10
2377,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8
2378,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12
2379,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12
2380,0.36,0.265,0.09,0.2165,0.096,0.037000000000000005,0.0735,10
2381,0.175,0.135,0.04,0.0305,0.011000000000000001,0.0075,0.01,5
2382,0.155,0.115,0.025,0.024,0.009000000000000001,0.005,0.0075,5
2383,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11
2384,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16
2385,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11
2386,0.45,0.345,0.115,0.496,0.1905,0.11699999999999999,0.14,12
2387,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14
2388,0.47,0.35,0.135,0.5670000000000001,0.2315,0.1465,0.1525,11
2389,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10
2390,0.42,0.34,0.125,0.4495,0.165,0.1125,0.14400000000000002,11
2391,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16
2392,0.37,0.29,0.09,0.24100000000000002,0.11,0.045,0.069,10
2393,0.33,0.25,0.09,0.19699999999999998,0.085,0.040999999999999995,0.0605,10
2394,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7
2395,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14
2396,0.61,0.475,0.17,1.0385,0.4435,0.24100000000000002,0.32,14
2397,0.625,0.465,0.155,0.972,0.40399999999999997,0.1845,0.35,14
2398,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17
2399,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14
2400,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17
2401,0.445,0.33,0.1,0.43700000000000006,0.163,0.0755,0.17,13
2402,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12
2403,0.44,0.355,0.165,0.435,0.159,0.105,0.14,16
2404,0.29,0.225,0.08,0.1295,0.0535,0.026000000000000002,0.045,10
2405,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,15
2406,0.655,0.515,0.145,1.25,0.5265,0.28300000000000003,0.315,15
2407,0.58,0.46,0.185,1.0170000000000001,0.3515,0.2,0.32,10
2408,0.625,0.43,0.175,1.411,0.5720000000000001,0.297,0.395,12
2409,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15
2410,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,8
2411,0.505,0.375,0.115,0.5895,0.2635,0.12,0.16699999999999998,10
2412,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9
2413,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7
2414,0.505,0.38,0.145,0.6509999999999999,0.2935,0.19,0.17,12
2415,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9
2416,0.4,0.315,0.105,0.287,0.1135,0.037000000000000005,0.113,10
2417,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18
2418,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11
2419,0.465,0.35,0.13,0.494,0.1945,0.10300000000000001,0.155,18
2420,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10
2421,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13
2422,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15
