id,zip,bedrooms,bathrooms,garage,land,sqft,price
4991,60040,7,3,2,2.85,4113,862925
4992,60036,5,2,2,1.795,2861,627989
4993,60042,1,1,0,1.649,703,145734
4994,60032,4,2,1,0.319,2393,480582
4995,60048,2,1,0,3.155,1240,253902
4996,60035,4,1,1,4.332,2228,471102
4997,60008,8,4,3,1.1,4792,984971
4998,60010,8,5,3,4.785,5032,1056688
4999,60049,8,2,2,0.311,4382,901648
5000,60008,6,2,2,2.046,3363,693901
5001,60027,1,1,0,2.725,706,176736
5002,60032,8,5,2,3.934,4995,1029057
5003,60037,2,1,0,4.968,1236,284342
5004,60028,7,5,2,2.529,4547,934446
5005,60036,2,1,0,2.624,1204,280734
5006,60041,1,1,0,2.887,696,167098
5007,60004,2,1,0,4.14,1162,246649
5008,60024,3,1,1,2.132,1656,378390
5009,60014,4,1,1,0.887,2249,468968
5010,60024,8,5,2,1.677,4994,1053715
5011,60015,5,2,2,3.658,2883,613195
5012,60043,6,4,2,2.677,3770,782685
5013,60034,4,1,1,3.263,2233,473828
5014,60032,7,5,2,2.368,4457,913627
5015,60049,3,1,1,1.868,1664,355833
5016,60019,8,6,2,4.659,5184,1072685
5017,60002,4,2,1,1.338,2394,506191
5018,60013,4,2,1,2.696,2438,527856
5019,60011,8,6,3,3.598,5169,1082901
5020,60044,2,1,0,4.631,1194,258320
5021,60047,7,4,2,2.099,4265,876109
5022,60009,7,4,2,2.331,4305,879396
5023,60015,3,1,1,2.055,1666,351780
5024,60010,3,1,1,3.146,1731,368293
5025,60048,6,4,2,1.549,3793,776472
5026,60021,7,3,2,4.447,4134,861592
5027,60011,8,4,2,2.159,4827,997306
5028,60024,8,5,3,1.647,5006,1065965
5029,60044,5,3,2,2.714,3120,653935
5030,60012,1,1,0,0.77,657,143259
5031,60047,9,4,2,1.203,5346,1087829
5032,60028,1,1,0,1.651,671,134856
5033,60025,8,4,3,4.102,4814,1020880
5034,60023,9,7,3,0.781,5910,1225714
5035,60012,1,1,0,1.631,699,155964
5036,60041,8,2,3,0.913,4436,935228
5037,60044,7,1,2,0.689,3654,750610
5038,60011,3,1,1,0.871,1651,345666
5039,60049,9,2,3,4.952,4876,1033653
5040,60000,1,1,0,2.165,715,141405
5041,60014,7,1,2,4.477,3745,796118
5042,60045,2,1,0,2.737,1168,248502
5043,60001,7,1,2,4.744,3691,782476
5044,60005,9,7,2,0.942,5881,1230148
5045,60007,8,2,2,4.751,4359,905502
5046,60003,2,1,0,2.068,1206,246132
5047,60036,1,1,0,4.265,690,186139
5048,60043,2,1,0,1.572,1230,249160
5049,60042,1,1,0,2.4,662,141289
5050,60035,1,1,0,4.608,727,162282
5051,60023,1,1,0,1.022,729,160719
5052,60004,7,1,2,2.021,3662,756054
5053,60012,9,3,2,1.018,5056,1044299
5054,60034,4,2,1,4.452,2384,509973
5055,60000,1,1,0,4.455,721,154055
5056,60041,7,3,2,4.337,4140,883148
5057,60035,2,1,0,1.261,1231,246347
5058,60040,2,1,0,0.698,1183,246165
5059,60030,6,2,2,1.86,3398,725662
5060,60042,3,1,1,3.426,1723,368619
5061,60003,9,6,3,3.602,5654,1173402
5062,60003,4,1,1,1.366,2233,458022
5063,60007,1,1,0,3.388,695,145887
5064,60035,5,1,2,0.631,2678,552597
5065,60046,9,3,3,3.326,5077,1088732
5066,60009,6,4,2,1.86,3820,780041
5067,60015,1,1,0,1.025,687,140830
5068,60023,4,2,1,3.426,2373,511539
5069,60022,8,5,2,3.685,5007,1063729
5070,60033,4,1,1,2.463,2247,494398
5071,60009,3,1,1,4.533,1713,362006
5072,60046,3,1,1,2.671,1714,392857
5073,60018,2,1,0,2.263,1169,255978
5074,60002,6,1,2,2.337,3180,678386
5075,60041,5,1,2,1.303,2660,571978
5076,60038,8,2,3,1.336,4433,916546
5077,60027,2,1,0,4.081,1153,272916
5078,60007,9,4,3,0.771,5253,1074402
5079,60032,8,4,2,2.712,4832,990347
5080,60020,2,1,0,3.49,1210,253352
5081,60001,6,1,2,3.375,3219,681231
5082,60014,6,1,2,4.252,3193,684593
5083,60005,7,4,2,4.272,4260,922598
5084,60000,6,3,2,3.102,3569,736890
5085,60047,2,1,0,3.049,1201,248059
5086,60018,8,6,2,2.896,5219,1089143
5087,60039,2,1,0,1.227,1175,230379
5088,60029,4,2,1,3.441,2407,517768
5089,60008,5,1,2,0.754,2750,564841
5090,60024,3,1,1,0.462,1671,373040
5091,60042,2,1,0,3.479,1163,246884
5092,60033,4,2,1,1.222,2445,527793
5093,60042,6,4,2,1.283,3801,783504
5094,60037,2,1,0,3.971,1202,272557
5095,60016,9,6,2,0.688,5740,1166635
5096,60032,9,5,3,0.746,5484,1120917
5097,60025,7,2,2,4.119,3868,821765
5098,60049,8,2,2,4.507,4435,933228
5099,60029,8,5,2,0.774,5024,1037833
5100,60042,6,4,2,2.658,3781,786379
5101,60018,6,4,2,1.9,3803,800963
5102,60022,9,5,3,0.747,5519,1161439
5103,60036,2,1,0,1.783,1239,283529
5104,60049,8,6,3,4.666,5153,1087623
5105,60018,1,1,0,2.314,727,167833
5106,60036,7,1,2,4.244,3686,805234
5107,60008,4,2,1,2.123,2420,495686
5108,60000,7,1,2,2.875,3726,767155
5109,60016,3,1,1,1.71,1683,350345
5110,60009,2,1,0,0.645,1224,234766
5111,60038,8,3,2,4.148,4586,951206
5112,60028,9,3,3,3.96,5128,1067801
5113,60017,1,1,0,1.257,737,137779
5114,60036,4,1,1,4.476,2171,493394
5115,60032,7,3,2,4.668,4072,848127
5116,60025,1,1,0,1.48,737,162370
5117,60049,5,2,2,2.248,2898,614533
5118,60030,7,1,2,0.669,3726,785307
5119,60010,6,4,2,1.293,3851,793028
5120,60018,7,5,2,1.322,4509,939273
5121,60007,1,1,0,3.675,681,144522
5122,60036,1,1,0,0.713,687,167779
5123,60012,5,2,2,2.831,2871,616364
5124,60003,1,1,0,2.683,669,141807
5125,60047,8,5,3,0.405,4980,1020639
5126,60008,5,1,2,3.521,2719,572476
5127,60048,3,1,1,0.65,1661,335577
5128,60041,5,3,2,2.164,3063,656883
5129,60001,1,1,0,1.324,740,155176
5130,60033,6,1,2,0.881,3207,688488
5131,60017,3,1,1,3.895,1678,349169
5132,60033,2,1,0,1.777,1162,263968
5133,60024,3,1,1,2.524,1710,391150
5134,60022,3,1,1,1.659,1662,374599
5135,60021,1,1,0,0.924,694,135977
5136,60037,7,5,2,0.968,4480,933142
5137,60006,7,1,2,4.888,3744,788934
5138,60023,7,4,2,4.184,4333,917329
5139,60016,5,1,2,2.257,2726,571680
5140,60021,4,1,1,3.436,2231,465937
5141,60000,7,3,2,1.81,4110,838630
5142,60049,6,1,2,4.481,3233,692698
5143,60038,5,1,2,2.057,2665,556551
5144,60033,5,3,2,4.217,3145,692768
5145,60027,8,5,2,2.53,5009,1056361
5146,60019,1,1,0,2.7,699,145890
5147,60037,2,1,0,3.122,1221,272112
5148,60015,9,7,3,2.825,5942,1230830
5149,60003,8,4,2,3.966,4812,996822
5150,60042,1,1,0,3.662,734,161999
5151,60029,2,1,0,4.92,1158,265363
5152,60014,2,1,0,2.519,1192,255728
5153,60004,4,1,1,4.998,2166,461739
5154,60021,5,3,2,4.386,3074,649287
5155,60023,7,3,2,4.963,4054,865424
5156,60034,8,4,3,1.719,4754,990308
5157,60034,9,5,2,0.358,5518,1126303
5158,60006,1,1,0,2.867,721,154229
5159,60042,8,6,2,4.885,5177,1076714
5160,60032,7,4,2,4.712,4254,884747
5161,60035,7,1,2,0.261,3661,747347
5162,60016,4,1,1,3.255,2205,462470
5163,60011,2,1,0,3.498,1158,250201
5164,60018,5,2,2,4.476,2905,634243
5165,60016,9,5,2,2.243,5504,1127210
5166,60022,3,1,1,1.974,1690,381774
5167,60004,9,2,3,3.462,4894,1019659
5168,60037,2,1,0,3.975,1181,268377
5169,60033,3,1,1,0.451,1747,384338
5170,60039,7,1,2,2.143,3681,756159
5171,60006,1,1,0,3.403,683,149309
5172,60017,6,2,2,2.18,3401,695194
5173,60026,5,1,2,2.278,2717,567885
5174,60041,1,1,0,4.065,679,169588
5175,60038,6,2,2,3.505,3354,701591
5176,60030,8,6,3,2.694,5243,1108832
5177,60037,3,1,1,3.999,1700,382297
5178,60003,6,4,2,1.634,3781,778962
5179,60036,8,4,3,4.595,4843,1048389
5180,60049,3,1,1,4.293,1710,377158
5181,60047,4,2,1,1.231,2441,496969
5182,60012,6,2,2,0.307,3413,712144
5183,60018,7,5,2,1.037,4492,934448
5184,60007,8,6,3,4.076,5236,1087527
5185,60019,5,1,2,1.633,2682,557155
5186,60000,8,4,2,4.577,4761,982665
5187,60044,8,4,2,2.982,4849,1001075
5188,60016,6,3,2,3.39,3555,743145
5189,60015,8,4,2,4.861,4802,1003010
5190,60000,1,1,0,1.84,724,141580
5191,60025,9,4,2,3.495,5346,1114245
5192,60036,4,2,1,3.175,2351,522889
5193,60011,3,1,1,3.14,1651,357011
5194,60047,4,1,1,0.805,2208,448239
5195,60009,4,1,1,0.779,2169,434436
5196,60002,4,1,1,3.982,2187,478011
5197,60000,5,1,2,0.897,2668,545665
5198,60037,1,1,0,0.566,685,152132
5199,60028,4,2,1,3.936,2372,496481
5200,60010,2,1,0,2.958,1243,259753
5201,60049,7,3,2,4.577,4083,863178
5202,60025,1,1,0,4.442,728,175380
5203,60032,6,3,2,3.395,3634,754162
5204,60031,2,1,0,1.2,1190,245155
5205,60045,5,1,2,3.048,2712,578857
5206,60032,2,1,0,4.194,1238,258957
5207,60033,5,2,2,3.505,2879,636008
5208,60042,8,4,2,4.563,4841,1007904
5209,60034,3,1,1,0.628,1704,354853
5210,60004,8,3,2,3.191,4644,958304
5211,60013,6,3,2,1.193,3650,772741
5212,60003,2,1,0,0.754,1227,243762
5213,60010,9,6,3,2.216,5741,1185643
5214,60006,5,3,2,4.896,3074,654974
5215,60007,2,1,0,2.737,1175,238632
5216,60039,4,2,1,1.166,2359,476874
5217,60014,8,6,3,3.473,5178,1087698
5218,60046,1,1,0,4.533,679,185167
5219,60024,2,1,0,4.772,1246,299590
5220,60020,5,2,2,1.991,2869,597657
5221,60015,1,1,0,1.299,659,136600
5222,60024,6,2,2,2.368,3433,744970
5223,60020,3,1,1,2.243,1710,357117
5224,60009,5,1,2,4.194,2682,564111
5225,60002,2,1,0,1.733,1187,256766
5226,60037,5,1,2,1.933,2690,579967
5227,60046,2,1,0,1.078,1191,270292
5228,60006,6,1,2,2.381,3186,664799
5229,60002,6,1,2,3.136,3186,683581
5230,60017,4,1,1,4.44,2172,450694
5231,60029,1,1,0,0.309,741,158908
5232,60041,1,1,0,4.721,733,183668
5233,60018,7,2,2,2.824,3920,828983
5234,60020,8,6,3,0.974,5213,1071372
5235,60014,8,4,3,0.812,4852,1009193
5236,60008,5,2,2,3.997,2940,619056
5237,60033,2,1,0,3.663,1189,278798
5238,60004,7,3,2,2.046,4150,853779
5239,60002,6,2,2,3.374,3371,721771
5240,60005,7,4,2,3.997,4290,927223
5241,60003,8,3,3,1.36,4604,952192
5242,60019,2,1,0,1.665,1191,239115
5243,60048,1,1,0,0.516,672,127107
5244,60001,7,4,2,2.917,4277,890541
5245,60029,2,1,0,0.881,1232,259968
5246,60018,8,2,3,4.371,4362,935118
5247,60008,3,1,1,1.721,1682,346076
5248,60012,3,1,1,3.919,1742,386004
5249,60020,2,1,0,1.017,1190,236987
5250,60001,2,1,0,2.049,1169,244601
5251,60006,9,5,3,4.24,5472,1141294
5252,60025,1,1,0,4.547,715,173305
5253,60028,1,1,0,4.263,723,158316
5254,60003,8,3,2,3.154,4647,959762
5255,60047,9,5,2,1.258,5518,1122504
5256,60036,3,1,1,3.394,1705,394784
5257,60040,6,1,2,1.38,3233,679575
5258,60011,1,1,0,2.684,734,161331
5259,60040,3,1,1,4.284,1739,385295
5260,60035,2,1,0,4.84,1199,257842
5261,60037,3,1,1,0.746,1683,362632
5262,60012,7,3,2,0.279,4140,857404
5263,60048,3,1,1,4.747,1693,362462
5264,60038,2,1,0,1.925,1216,246091
5265,60045,5,1,2,2.996,2722,580597
5266,60015,1,1,0,2.071,737,156060
5267,60024,1,1,0,4.989,738,199075
5268,60008,6,1,2,2.849,3242,673716
5269,60000,4,1,1,4.975,2237,469855
5270,60026,4,2,1,2.338,2406,495985
5271,60049,2,1,0,2.338,1155,246383
5272,60002,8,2,3,0.664,4402,924421
5273,60017,8,5,2,4.457,4995,1025379
5274,60046,3,1,1,1.952,1660,378462
5275,60025,9,6,2,4.488,5712,1192410
5276,60023,4,1,1,4.782,2153,474319
5277,60002,4,2,1,2.131,2375,506356
5278,60015,9,4,2,1.467,5344,1094440
5279,60013,1,1,0,4.901,701,181481
5280,60043,7,2,2,0.305,3883,793425
5281,60002,1,1,0,2.929,714,168146
5282,60039,3,1,1,4.341,1717,364349
5283,60029,9,4,3,3.065,5264,1107288
5284,60041,8,4,2,4.062,4836,1020973
5285,60027,5,3,2,4.09,3133,688961
5286,60011,9,3,2,4.107,5093,1060246
5287,60035,9,3,3,2.258,5090,1053132
5288,60020,4,2,1,1.054,2367,482572
5289,60000,2,1,0,2.768,1156,232620
5290,60000,7,4,2,1.592,4323,880140
5291,60031,2,1,0,3.827,1208,261890
5292,60042,3,1,1,0.793,1664,343654
5293,60032,8,5,2,4.926,5048,1044617
5294,60047,8,6,3,2.876,5163,1069594
5295,60031,8,3,3,0.776,4650,965035
5296,60010,5,3,2,3.445,3053,644188
5297,60041,6,1,2,0.989,3251,688608
5298,60043,7,1,2,4.11,3745,784850
5299,60040,8,2,3,4.703,4404,940390
5300,60026,8,6,3,3.321,5217,1083100
5301,60006,6,1,2,2.747,3241,677629
5302,60004,6,2,2,4.222,3352,705059
5303,60021,9,3,2,0.461,5088,1032462
5304,60037,2,1,0,0.425,1235,261427
5305,60044,2,1,0,4.19,1232,263715
5306,60007,6,3,2,3.695,3604,749222
5307,60017,2,1,0,2.171,1201,235149
5308,60043,6,3,2,2.509,3603,748445
5309,60028,1,1,0,2.113,666,136166
5310,60020,8,4,2,4.608,4821,1001142
5311,60047,7,3,2,4.745,4086,853539
5312,60010,7,1,2,0.914,3741,769133
5313,60024,6,4,2,0.997,3773,806115
5314,60001,7,5,2,1.05,4453,916406
5315,60038,5,3,2,2.415,3083,641941
5316,60020,2,1,0,4.856,1226,263382
5317,60015,6,2,2,1.53,3410,707955
5318,60018,8,2,2,4.749,4384,931408
5319,60031,1,1,0,2.034,746,160525
5320,60002,6,3,2,3.41,3618,771351
5321,60039,9,2,2,1.19,4944,1003994
5322,60007,4,1,1,1.761,2181,444952
5323,60033,1,1,0,4.94,716,190583
5324,60047,4,1,1,2.117,2240,461199
5325,60006,4,2,1,4.334,2420,511364
5326,60046,4,2,1,3.754,2392,533872
5327,60019,8,2,3,3.802,4395,920600
5328,60049,5,3,2,4.445,3085,662918
5329,60041,3,1,1,0.375,1688,362938
5330,60020,6,3,2,1.909,3581,739647
5331,60012,9,5,3,2.867,5480,1148344
5332,60034,2,1,0,4.653,1221,268378
5333,60003,7,1,2,1.554,3742,770762
5334,60023,5,3,2,2.972,3135,671669
5335,60042,4,1,1,2.975,2177,457164
5336,60024,9,5,2,2.137,5454,1148015
5337,60030,8,6,3,2.597,5198,1099347
5338,60021,7,1,2,1.381,3745,768462
5339,60040,5,2,2,0.525,2946,617900
5340,60039,9,2,2,1.233,4857,986809
5341,60001,9,3,3,3.228,5062,1059096
5342,60009,2,1,0,0.288,1177,223581
5343,60017,8,6,3,2.819,5188,1065789
5344,60001,2,1,0,1.834,1232,256126
5345,60043,3,1,1,4.267,1684,363435
5346,60047,6,4,2,2.789,3763,779159
5347,60034,5,1,2,4.331,2725,587568
5348,60017,4,1,1,1.64,2237,449694
5349,60034,4,2,1,0.684,2423,498933
5350,60020,5,1,2,1.306,2706,561632
5351,60001,1,1,0,0.996,679,141336
5352,60037,3,1,1,3.948,1712,384442
5353,60042,7,2,2,4.354,3905,819659
5354,60027,4,1,1,1.194,2229,483681
5355,60047,4,1,1,4.246,2166,457044
5356,60031,8,4,3,0.632,4813,996915
5357,60022,1,1,0,4.55,717,190054
5358,60015,8,4,2,3.047,4818,997140
5359,60015,3,1,1,0.632,1678,347065
5360,60038,4,2,1,0.818,2422,491756
5361,60047,3,1,1,4.366,1724,369244
5362,60001,1,1,0,1.732,717,152616
5363,60028,6,4,2,2.81,3824,791251
5364,60045,3,1,1,0.838,1747,364807
5365,60035,3,1,1,4.331,1738,373097
5366,60013,5,3,2,0.63,3149,669726
5367,60003,2,1,0,1.526,1200,242222
5368,60028,3,1,1,0.604,1732,351821
5369,60006,4,2,1,0.58,2385,485594
5370,60026,5,1,2,3.697,2693,570180
5371,60003,4,2,1,2.475,2383,493567
5372,60035,1,1,0,0.256,682,131522
5373,60028,9,5,2,0.564,5496,1114421
5374,60036,9,3,3,0.425,5071,1073139
5375,60010,2,1,0,2.69,1169,243613
5376,60038,2,1,0,0.538,1187,233356
5377,60041,1,1,0,3.985,700,173388
5378,60008,1,1,0,0.704,734,141391
5379,60024,1,1,0,4.719,726,195325
5380,60011,1,1,0,4.036,662,153691
5381,60035,2,1,0,3.748,1192,250982
5382,60018,1,1,0,1.675,671,153438
5383,60009,4,1,1,4.126,2234,464171
5384,60020,9,4,2,3.576,5281,1087982
5385,60016,2,1,0,2.927,1244,258630
5386,60048,9,7,2,4.539,5905,1213822
5387,60049,1,1,0,4.358,717,168883
5388,60008,4,1,1,1.013,2154,436936
5389,60023,1,1,0,1.492,744,166069
5390,60000,5,3,2,2.72,3069,634980
5391,60038,3,1,1,4.732,1747,376326
5392,60034,3,1,1,3.538,1674,363403
5393,60040,6,4,2,3.651,3802,804730
5394,60038,4,2,1,2.504,2395,494786
5395,60030,7,4,2,1.388,4334,910502
5396,60025,9,6,3,3.182,5702,1193880
5397,60035,5,3,2,4.094,3120,658312
5398,60011,3,1,1,0.91,1685,352661
5399,60011,1,1,0,3.076,697,155891
5400,60013,6,1,2,0.64,3184,676776
5401,60033,2,1,0,2.933,1222,281748
5402,60020,2,1,0,1.681,1194,241107
5403,60038,4,1,1,2.739,2189,454761
5404,60041,7,1,2,0.371,3664,768118
5405,60039,3,1,1,2.505,1697,351169
5406,60031,7,5,2,4.328,4456,933995
5407,60026,5,1,2,2.475,2733,572070
5408,60039,2,1,0,3.635,1215,250419
5409,60033,5,2,2,2.371,2903,635138
5410,60014,2,1,0,1.942,1180,250443
5411,60046,1,1,0,1.246,728,178532
5412,60023,9,4,3,4.014,5275,1114879
5413,60042,9,3,3,1.648,5121,1059329
5414,60039,7,1,2,2.716,3681,759024
5415,60002,4,2,1,4.223,2423,526416
5416,60017,1,1,0,1.089,715,132539
5417,60019,4,1,1,1.82,2200,451690
5418,60035,1,1,0,1.046,664,131872
5419,60019,4,2,1,0.733,2418,489855
5420,60049,9,6,2,2.584,5689,1174413
5421,60002,1,1,0,2.623,676,159016
5422,60049,7,4,2,2.674,4325,902063
5423,60033,5,3,2,4.983,3127,692998
5424,60039,7,2,2,2.384,3934,807964
5425,60027,4,2,1,1.383,2446,528026
5426,60024,4,1,1,1.502,2179,479840
5427,60021,3,1,1,1.577,1743,359042
5428,60026,6,3,2,0.933,3571,731960
5429,60010,8,3,2,1.325,4558,934588
5430,60026,4,2,1,3.858,2417,505785
5431,60032,9,3,2,2.665,5111,1045912
5432,60029,8,3,3,0.326,4633,967393
5433,60001,8,6,2,0.325,5158,1053781
5434,60005,6,4,2,3.146,3849,834768
5435,60031,1,1,0,4.532,725,168815
5436,60034,2,1,0,1.37,1249,257563
5437,60039,9,5,2,4.656,5550,1142524
5438,60001,5,2,2,4.94,2860,617256
5439,60035,5,2,2,4.33,2935,622492
5440,60039,5,1,2,0.664,2706,553764
5441,60029,6,1,2,1.017,3229,680048
5442,60035,5,1,2,2.257,2676,560327
5443,60017,4,2,1,4.153,2429,500659
5444,60000,4,2,1,0.495,2381,476255
5445,60030,3,1,1,2.011,1668,370417
5446,60046,6,4,2,1.865,3794,814827
5447,60001,8,5,3,0.914,4994,1033926
5448,60002,7,3,2,2.073,4117,864466
5449,60040,6,3,2,1.607,3611,756310
5450,60039,5,3,2,4.316,3070,644824
5451,60048,4,2,1,3.775,2441,507202
5452,60042,6,3,2,3.537,3610,756574
5453,60002,7,1,2,1.176,3715,779581
5454,60027,3,1,1,4.665,1705,396236
5455,60014,2,1,0,0.837,1201,249118
5456,60033,6,2,2,1.097,3363,720768
5457,60012,3,1,1,2.417,1685,367094
5458,60025,1,1,0,3.348,666,157510
5459,60026,2,1,0,2.581,1191,244200
5460,60027,6,4,2,1.29,3762,800761
5461,60018,3,1,1,3.019,1669,369758
5462,60027,1,1,0,1.482,713,171921
5463,60006,6,3,2,2.251,3642,755349
5464,60043,9,5,2,1.327,5517,1125335
5465,60004,7,4,2,3.352,4273,884909
5466,60009,7,3,2,1.913,4102,836706
5467,60039,3,1,1,2.172,1708,351704
5468,60000,6,3,2,0.566,3622,734810
5469,60034,2,1,0,0.774,1207,246183
5470,60010,7,5,2,4.002,4475,931373
5471,60028,9,3,2,3.522,5072,1044411
5472,60008,6,1,2,1.073,3209,658236
5473,60041,8,3,3,2.807,4582,973898
5474,60013,9,7,2,1.967,5866,1219811
5475,60025,2,1,0,2.383,1179,255285
5476,60038,2,1,0,4.405,1171,249491
5477,60042,8,3,2,2.144,4594,946409
5478,60004,8,2,3,1.986,4406,914679
5479,60012,6,1,2,4.841,3187,689614
5480,60000,5,1,2,4.275,2708,570555
5481,60031,7,3,2,1.704,4149,859475
5482,60018,6,1,2,0.848,3229,680903
5483,60009,1,1,0,2.112,690,135301
5484,60001,2,1,0,2.096,1243,259636
5485,60018,2,1,0,1.715,1242,267838
5486,60015,2,1,0,4.516,1205,261885
5487,60005,7,3,2,4.186,4067,883568
5488,60030,9,7,2,3.029,5923,1236507
5489,60002,3,1,1,3.367,1674,372336
5490,60020,5,1,2,2.091,2687,561757
5491,60003,9,3,2,4.833,5053,1049357
5492,60028,9,7,3,4.914,5876,1222171
5493,60030,3,1,1,1.082,1711,374372
5494,60005,9,2,2,0.755,4883,1029613
5495,60003,5,3,2,2.378,3067,639882
5496,60006,5,1,2,3.037,2726,576079
5497,60005,9,3,2,0.83,5115,1076388
5498,60028,4,1,1,2.574,2226,460471
5499,60015,9,7,2,1.478,5941,1213895
5500,60040,6,2,2,4.717,3368,723260
5501,60037,3,1,1,2.203,1714,376117
5502,60015,2,1,0,1.412,1183,241965
5503,60021,3,1,1,3.018,1720,361647
5504,60003,7,3,2,4.693,4130,864057
5505,60015,6,2,2,4.98,3408,724805
5506,60045,4,2,1,2.292,2381,498877
5507,60043,3,1,1,4.483,1694,366515
5508,60014,4,1,1,3.865,2247,483458
5509,60023,5,3,2,4.893,3138,681874
5510,60007,5,2,2,3.064,2907,606667
5511,60031,5,2,2,3.276,2928,623135
5512,60007,6,1,2,1.321,3236,663752
5513,60011,2,1,0,1.494,1163,241181
5514,60018,9,4,3,3.523,5299,1118278
5515,60001,9,5,3,2.443,5522,1147171
5516,60039,7,5,2,4.68,4477,928044
5517,60040,1,1,0,3.975,667,159350
5518,60045,4,2,1,1.488,2393,497257
5519,60000,9,7,2,1.99,5940,1205530
5520,60029,3,1,1,2.356,1710,372943
5521,60038,6,4,2,1.504,3842,789186
5522,60037,4,2,1,1.84,2390,509502
5523,60006,8,4,3,3.997,4803,1006279
5524,60017,4,1,1,0.852,2209,440154
5525,60049,2,1,0,2.167,1151,244728
5526,60006,7,4,2,2.564,4308,890114
5527,60012,3,1,1,1.067,1678,358944
5528,60007,9,6,2,1.771,5730,1164802
5529,60039,6,2,2,1.827,3434,705179
5530,60009,4,2,1,2.049,2398,486586
5531,60047,7,3,2,1.332,4107,840674
5532,60007,2,1,0,3.795,1153,239522
5533,60008,5,3,2,2.129,3136,648916
5534,60026,4,1,1,0.612,2166,439355
5535,60037,6,1,2,0.871,3238,684257
5536,60034,1,1,0,2.005,677,146338
5537,60036,5,3,2,0.661,3055,661119
5538,60021,8,3,3,3.311,4559,950912
5539,60027,3,1,1,1.294,1719,382181
5540,60000,6,2,2,3.746,3366,699510
5541,60022,4,1,1,3.236,2163,482684
5542,60035,5,3,2,4.371,3147,665097
5543,60003,6,1,2,1.63,3224,667542
5544,60015,7,2,2,4.725,3883,818530
5545,60001,7,4,2,1.539,4300,888251
5546,60007,3,1,1,4.563,1670,356762
5547,60014,9,5,3,0.684,5482,1134553
5548,60013,2,1,0,3.989,1150,266721
5549,60043,4,1,1,0.808,2207,450740
5550,60039,8,2,2,4.038,4382,905834
5551,60045,3,1,1,3.061,1673,361122
5552,60043,1,1,0,3.34,696,151200
5553,60023,8,3,3,4.743,4642,991924
5554,60003,3,1,1,4.807,1707,370027
5555,60048,7,3,2,2.875,4131,850702
5556,60027,1,1,0,3.754,671,174881
5557,60010,8,3,3,1.929,4569,949808
5558,60021,2,1,0,0.545,1161,227482
5559,60010,9,6,2,4.645,5745,1188588
5560,60010,4,1,1,3.943,2211,468278
5561,60027,9,4,2,2.063,5291,1110426
5562,60017,1,1,0,2.805,690,136119
5563,60039,2,1,0,0.267,1222,234979
5564,60020,9,6,2,1.992,5734,1170662
5565,60013,8,6,2,2.472,5188,1086736
5566,60027,2,1,0,0.454,1237,271581
5567,60006,9,2,2,1.853,4868,998559
5568,60013,8,6,3,1.131,5245,1101431
5569,60049,3,1,1,2.942,1688,366003
5570,60014,6,2,2,1.199,3353,701328
5571,60027,3,1,1,4.039,1742,400506
5572,60045,2,1,0,1.624,1212,251737
5573,60010,1,1,0,4.187,741,165498
5574,60029,6,4,2,1.409,3840,804208
5575,60025,7,3,2,1.822,4097,856080
5576,60037,9,7,3,3.327,5934,1245737
5577,60010,8,6,3,3.656,5176,1079843
5578,60021,8,6,2,1.949,5221,1066502
5579,60029,4,1,1,2.742,2188,470473
5580,60014,5,2,2,1.407,2902,612168
5581,60026,4,1,1,0.655,2179,442170
5582,60020,6,3,2,0.328,3586,732742
5583,60031,9,7,3,4.432,5933,1239915
5584,60032,9,4,2,3.167,5326,1091422
5585,60021,5,2,2,3.929,2919,616002
5586,60049,7,1,2,4.108,3723,788833
5587,60047,9,2,2,3.701,4904,1011919
5588,60032,2,1,0,1.902,1162,232297
5589,60014,5,2,2,0.596,2903,608313
5590,60008,4,1,1,1.934,2162,443141
5591,60024,7,5,2,3.51,4541,972280
5592,60042,8,2,3,4.839,4422,935484
5593,60016,7,5,2,3.046,4488,928025
5594,60034,4,2,1,1.137,2402,496998
5595,60002,9,5,2,4.979,5476,1150796
5596,60045,3,1,1,3.509,1680,364762
5597,60040,2,1,0,0.544,1248,258395
5598,60003,4,1,1,4.371,2166,459647
5599,60022,3,1,1,0.88,1711,380504
5600,60000,2,1,0,1.473,1229,240745
5601,60013,5,3,2,4.209,3113,680421
5602,60049,6,3,2,2.134,3627,759763
5603,60030,1,1,0,4.995,715,184737
5604,60037,9,3,2,2.985,5053,1057827
5605,60030,8,5,3,1.365,4976,1048787
5606,60029,9,7,2,2.216,5929,1226043
5607,60049,5,3,2,1.736,3071,646573
5608,60015,8,6,3,1.811,5214,1080160
5609,60037,4,1,1,3.555,2199,479877
5610,60007,2,1,0,3.96,1202,250147
5611,60034,9,7,3,3.488,5924,1233153
5612,60010,9,2,2,0.296,4868,991443
5613,60008,8,5,2,1.629,5008,1020816
5614,60027,5,2,2,1.798,2888,628501
5615,60003,3,1,1,0.403,1719,350407
5616,60006,5,1,2,1.795,2681,560869
5617,60001,5,1,2,1.037,2733,572341
5618,60035,5,3,2,3.813,3080,648907
5619,60013,3,1,1,1.48,1686,371376
5620,60012,4,2,1,4.955,2437,530184
5621,60004,3,1,1,3.137,1689,357034
5622,60045,3,1,1,2.094,1654,352487
5623,60049,7,5,2,1.849,4530,938938
