id,height,width,depth,shape,quality,cost
5411,9,7,61,ellipsoid,38,11.5
5412,32,12,55,ellipsoid,34,67.32
5413,24,14,62,box,90,25.62
5414,9,87,12,ellipsoid,40,27.23
5415,33,92,10,cylinder,72,82.12
5416,13,15,58,ellipsoid,1,54.08
5417,21,98,16,cylinder,29,225.84
5418,36,72,37,box,86,165.14
5419,93,71,33,cylinder,63,778.84
5420,49,62,10,cylinder,76,70.43
5421,89,7,71,cylinder,69,132.46
5422,1,47,55,box,70,9.53
5423,67,35,44,box,18,1040.67
5424,54,96,39,box,11,2213.22
5425,35,25,70,box,95,37.66
5426,73,16,92,cylinder,43,591.69
5427,37,12,73,cylinder,54,144.03
5428,16,22,7,cylinder,4,22.85
5429,11,78,11,ellipsoid,33,30.54
5430,12,56,39,box,63,119.27
5431,84,39,46,ellipsoid,20,582.31
5432,48,44,25,ellipsoid,57,109.66
5433,30,46,87,box,37,930.34
5434,71,72,31,cylinder,6,1439.04
5435,43,15,2,cylinder,51,6.1
5436,61,86,19,box,92,98.07
5437,31,51,43,box,99,8.36
5438,54,65,47,cylinder,49,812.77
5439,61,29,18,cylinder,43,175.33
5440,11,92,8,box,38,61.74
5441,97,89,72,ellipsoid,56,1321.02
5442,10,61,20,ellipsoid,24,44.78
5443,4,59,73,cylinder,45,91.53
5444,35,2,27,box,9,21.15
5445,78,51,72,box,71,1021.64
5446,89,13,24,cylinder,29,190.45
5447,42,42,23,cylinder,61,152.85
5448,6,90,53,box,90,35.2
5449,51,77,22,ellipsoid,55,187.78
5450,5,91,80,box,47,237.29
5451,94,26,97,cylinder,8,2106.95
5452,95,1,19,cylinder,24,13.25
5453,85,6,18,ellipsoid,25,33.25
5454,73,13,99,ellipsoid,81,86.22
5455,77,67,44,cylinder,93,153.5
5456,23,75,36,cylinder,17,497.92
5457,49,33,2,ellipsoid,23,12.02
5458,54,23,33,ellipsoid,26,146.49
5459,16,26,31,box,44,88.82
5460,15,34,2,ellipsoid,93,0.34
5461,5,29,79,box,100,0
5462,44,4,32,cylinder,66,18.49
5463,60,76,19,box,91,95.91
5464,36,80,98,ellipsoid,1,1349.64
5465,58,48,98,cylinder,40,1581.39
5466,40,97,4,cylinder,28,107.94
5467,80,9,30,cylinder,100,0
5468,68,52,27,ellipsoid,27,336.63
5469,16,91,80,box,19,1160.49
5470,2,19,25,box,11,10.39
5471,37,9,31,cylinder,6,93.74
5472,46,4,92,box,14,179.06
5473,55,56,46,ellipsoid,31,472.19
5474,83,65,62,cylinder,100,0
5475,20,9,26,cylinder,93,3.16
5476,38,99,29,ellipsoid,34,347.79
5477,86,51,17,box,40,550.26
5478,35,10,86,cylinder,37,183.19
5479,77,26,9,box,84,35.45
5480,76,97,48,cylinder,40,2051.03
5481,32,21,33,ellipsoid,28,77.12
5482,53,75,13,cylinder,90,49.92
5483,73,61,35,ellipsoid,37,474.27
5484,60,87,83,cylinder,29,2971.67
5485,1,85,63,box,64,23.71
5486,67,80,41,ellipsoid,37,668.73
5487,22,55,83,ellipsoid,43,276.5
5488,29,2,12,cylinder,49,3.42
5489,89,72,51,cylinder,75,789.27
5490,49,1,75,cylinder,54,16.33
5491,65,44,51,box,73,484.4
5492,9,95,51,box,95,26.81
5493,16,89,65,ellipsoid,84,71.53
5494,30,53,94,ellipsoid,5,685.82
5495,51,44,4,box,16,92.74
5496,8,14,15,cylinder,78,3.57
5497,48,41,73,cylinder,33,929.86
5498,75,97,79,box,27,5160.45
5499,93,59,31,cylinder,95,82.16
5500,37,20,72,cylinder,9,468.38
5501,8,90,63,cylinder,17,363.7
5502,77,15,34,box,14,415.39
5503,31,58,97,ellipsoid,20,673.93
5504,21,43,51,cylinder,57,191.3
5505,65,76,55,box,64,1203.08
5506,30,34,27,box,11,301.48
5507,68,96,1,box,22,62.62
5508,42,79,13,ellipsoid,32,141.67
5509,62,14,85,box,86,127.04
5510,33,94,74,cylinder,88,266.1
5511,26,12,97,ellipsoid,19,118.4
5512,61,80,24,cylinder,78,248.91
5513,7,88,28,cylinder,40,99.97
5514,30,84,75,ellipsoid,70,273.87
5515,11,75,46,cylinder,46,197.97
5516,70,58,59,cylinder,94,138.84
5517,16,20,21,box,41,48.76
5518,3,21,91,box,39,43.01
5519,48,46,99,ellipsoid,68,337.86
5520,54,28,36,cylinder,88,63.1
5521,53,10,99,cylinder,48,263.57
5522,48,72,19,ellipsoid,62,120.52
5523,55,49,69,ellipsoid,16,754.48
5524,60,3,23,cylinder,61,15.59
5525,69,15,82,box,73,281.85
5526,91,69,28,cylinder,70,509.52
5527,43,42,78,box,97,51.98
5528,5,6,80,cylinder,73,6.25
5529,69,57,82,box,76,952.03
5530,71,4,71,box,63,91.76
5531,19,13,70,box,92,17.01
5532,56,25,10,box,56,75.76
5533,45,74,6,ellipsoid,36,61.76
5534,28,21,66,ellipsoid,33,125.59
5535,35,33,58,ellipsoid,27,236.2
5536,50,65,44,box,69,545.25
5537,55,25,46,cylinder,87,79.43
5538,64,68,94,cylinder,22,3082.52
5539,35,96,9,ellipsoid,98,2.92
5540,30,56,66,ellipsoid,29,380.25
5541,22,56,68,box,47,546.13
5542,20,54,19,ellipsoid,40,59.46
5543,23,72,26,box,65,185.35
5544,28,90,4,cylinder,36,62.32
5545,51,58,70,cylinder,44,1120.15
5546,66,87,97,box,66,2329.26
5547,23,51,86,box,16,1042.27
5548,38,11,42,box,57,92.85
5549,70,47,94,cylinder,91,268.88
5550,3,98,56,ellipsoid,23,61.23
5551,82,35,8,ellipsoid,91,9.98
5552,10,78,93,ellipsoid,23,269.79
5553,93,61,86,box,30,4200.62
5554,66,42,27,ellipsoid,78,79.53
5555,79,80,29,box,66,766.47
5556,22,85,8,box,11,163.76
5557,76,47,31,ellipsoid,92,42.78
5558,24,6,7,ellipsoid,7,4.52
5559,33,53,58,cylinder,8,901.57
5560,72,39,61,cylinder,94,99.28
5561,57,21,28,box,17,342.16
5562,36,45,21,box,27,305.46
5563,68,57,19,ellipsoid,17,295.24
5564,32,2,44,box,31,23.89
5565,86,56,54,box,3,3102.82
5566,43,29,79,box,85,181.75
5567,28,26,58,ellipsoid,91,18.35
5568,1,23,3,ellipsoid,63,0.12
5569,49,67,44,cylinder,68,446.54
5570,6,46,33,cylinder,64,31.67
5571,61,26,92,cylinder,62,535.63
5572,18,69,15,cylinder,75,44.99
5573,50,59,18,ellipsoid,56,112.85
5574,96,15,6,box,5,100.95
5575,56,67,4,ellipsoid,82,13.04
5576,76,82,24,ellipsoid,39,440.69
5577,51,78,87,box,91,383.11
5578,64,88,25,ellipsoid,80,136.01
5579,92,5,85,ellipsoid,25,141.64
5580,61,61,80,cylinder,87,373.84
5581,50,34,56,box,55,526.93
5582,33,46,94,cylinder,94,82.7
5583,36,25,74,ellipsoid,27,234.83
5584,56,15,74,ellipsoid,4,288.23
5585,42,80,73,box,61,1176.6
5586,32,29,65,ellipsoid,35,189.38
5587,86,94,1,ellipsoid,17,32.4
5588,80,80,70,cylinder,7,4024.9
5589,22,17,33,cylinder,63,44.11
5590,55,20,86,ellipsoid,1,452.36
5591,4,25,20,ellipsoid,55,4.34
5592,98,44,12,cylinder,19,404.89
5593,11,3,24,ellipsoid,12,3.36
5594,26,62,58,ellipsoid,9,410.95
5595,78,92,41,box,86,506.63
5596,95,55,44,box,25,2120.82
5597,25,13,18,cylinder,94,3.39
5598,86,6,87,ellipsoid,67,71.55
5599,90,5,98,ellipsoid,65,74.55
5600,45,20,36,ellipsoid,63,57.9
5601,80,64,13,ellipsoid,6,302.2
5602,32,82,1,box,13,28.07
5603,67,92,95,box,95,360.13
5604,11,89,85,ellipsoid,64,144.7
5605,30,85,40,ellipsoid,6,463.11
5606,46,50,42,ellipsoid,97,13.99
5607,89,72,34,box,1,2653.02
5608,7,94,21,ellipsoid,9,60.73
5609,29,31,51,ellipsoid,21,174.95
5610,61,64,87,cylinder,49,1673.37
5611,96,98,54,ellipsoid,46,1325.1
5612,62,39,33,box,10,883.31
5613,18,24,77,ellipsoid,92,12.85
5614,66,40,99,cylinder,75,631.21
5615,10,39,54,ellipsoid,27,74.25
5616,72,98,98,box,69,2636.64
5617,14,2,31,box,57,4.59
5618,88,92,29,ellipsoid,99,11.34
5619,7,58,69,cylinder,79,56.83
5620,25,44,46,ellipsoid,38,151.53
5621,25,73,42,ellipsoid,29,262.86
5622,80,5,9,cylinder,9,31.64
5623,13,2,54,box,49,8.8
5624,40,1,82,cylinder,77,7.28
5625,61,61,68,ellipsoid,8,1124.4
5626,50,33,3,cylinder,23,36.82
5627,16,90,25,cylinder,20,278.21
5628,48,61,86,ellipsoid,14,1046
5629,93,69,4,ellipsoid,42,71.9
5630,42,78,85,cylinder,45,1479.51
5631,41,77,40,ellipsoid,48,317.17
5632,79,26,39,box,50,492.65
5633,19,25,98,ellipsoid,79,47.21
5634,46,42,33,ellipsoid,23,237.12
5635,79,40,49,box,33,1276.03
5636,35,62,85,ellipsoid,37,561.28
5637,77,99,70,cylinder,32,3505.32
5638,94,7,26,box,53,98.9
5639,25,54,64,cylinder,18,684.41
5640,90,89,68,box,93,468.96
5641,57,98,50,cylinder,8,2482.29
5642,73,56,98,box,42,2858.05
5643,33,42,85,ellipsoid,73,153.64
5644,13,92,46,cylinder,71,154.12
5645,6,44,88,box,14,245.74
5646,86,80,52,ellipsoid,4,1658.92
5647,17,75,47,ellipsoid,81,54.99
5648,7,11,30,box,66,9.66
5649,24,46,53,cylinder,77,130
5650,10,5,25,ellipsoid,20,4.83
5651,62,52,17,box,54,310.1
5652,11,49,78,box,24,393
5653,46,11,98,ellipsoid,6,225.14
5654,33,94,38,box,52,695.93
5655,37,22,91,ellipsoid,12,314.85
5656,25,3,36,cylinder,23,20.08
5657,95,96,3,cylinder,31,182.37
5658,50,55,29,ellipsoid,38,238.82
5659,84,87,90,ellipsoid,48,1651.99
5660,36,32,86,cylinder,45,526.39
5661,13,3,81,ellipsoid,91,1.37
5662,48,1,25,ellipsoid,67,1.91
5663,40,79,3,box,34,76.95
5664,34,27,18,cylinder,76,38.31
5665,80,77,99,box,58,3150.43
5666,28,50,93,cylinder,88,150.93
5667,69,65,65,box,45,1972.16
5668,95,64,57,box,68,1364.06
5669,61,12,14,cylinder,17,82.16
5670,84,95,4,cylinder,47,163.43
5671,54,60,59,ellipsoid,80,184.66
5672,88,45,83,cylinder,89,349.26
5673,33,11,58,box,53,121.71
5674,66,8,62,cylinder,63,117
5675,63,17,12,box,39,96.42
5676,82,63,88,box,93,391.41
5677,26,60,88,box,98,33.77
5678,26,97,57,box,21,1396.85
5679,38,8,58,box,86,30.36
5680,35,20,42,ellipsoid,71,41.18
5681,3,42,23,box,61,13.9
5682,35,30,94,box,100,0
5683,9,82,93,ellipsoid,71,96.13
5684,8,39,55,box,78,46.43
5685,52,11,23,cylinder,71,36.85
5686,75,4,84,box,90,30.99
5687,8,90,37,cylinder,19,208.45
5688,74,78,67,ellipsoid,65,653.78
5689,39,52,33,box,35,535.05
5690,21,89,11,cylinder,77,45.67
5691,48,33,97,ellipsoid,67,244.9
5692,91,67,94,box,37,4441.09
5693,31,92,97,box,28,2449.95
5694,73,12,2,ellipsoid,30,5.92
5695,85,92,32,box,23,2370.02
5696,7,95,26,ellipsoid,35,54.28
5697,49,87,11,ellipsoid,9,206.11
5698,98,96,82,box,70,2846.67
5699,6,94,20,box,56,61.04
5700,83,43,28,box,24,934.16
5701,48,79,9,box,72,117.53
5702,54,26,64,ellipsoid,40,260.41
5703,67,25,30,cylinder,21,383.49
5704,69,65,11,ellipsoid,24,181.1
5705,45,38,98,box,95,103.06
5706,33,53,22,box,88,56.79
5707,92,48,81,box,23,3387.73
5708,38,89,73,ellipsoid,81,226.57
5709,49,60,16,ellipsoid,77,52.25
5710,89,22,21,cylinder,65,139.02
5711,97,80,83,cylinder,84,995.53
5712,6,43,57,cylinder,37,89.5
5713,6,20,45,box,71,19.26
5714,17,3,57,box,13,31.1
5715,43,95,41,ellipsoid,19,655.27
5716,71,51,6,box,6,251.19
5717,62,92,80,ellipsoid,66,749.39
5718,51,50,81,box,68,812.98
5719,42,57,33,box,10,874.55
5720,58,40,72,cylinder,59,661.6
5721,58,51,31,box,18,924.86
5722,38,12,73,box,63,151.49
5723,80,22,92,cylinder,57,672.61
5724,64,80,4,ellipsoid,44,55.39
5725,32,51,68,cylinder,52,514.59
5726,77,86,56,box,32,3101.63
5727,4,38,72,cylinder,75,26.43
5728,76,46,99,cylinder,56,1471.14
5729,49,42,78,box,54,908.24
5730,28,14,54,cylinder,2,200.4
5731,19,43,78,cylinder,67,203.15
5732,78,92,50,box,81,838.51
5733,88,57,19,ellipsoid,32,313.02
5734,89,87,74,ellipsoid,1,2739.94
5735,96,71,56,cylinder,80,737.46
5736,5,37,69,ellipsoid,20,49.32
5737,96,95,23,cylinder,73,547.11
5738,5,35,34,cylinder,66,19.54
5739,21,71,40,ellipsoid,88,34.56
5740,16,94,54,box,90,99.89
5741,14,79,95,box,1,1279.43
5742,35,38,30,box,28,353.35
5743,43,14,51,ellipsoid,2,145.33
5744,18,91,64,box,63,477.09
5745,17,88,79,cylinder,11,1016.11
5746,4,79,85,ellipsoid,6,121.95
5747,15,78,70,cylinder,69,245.26
5748,90,16,99,cylinder,10,1239.46
5749,49,37,45,cylinder,19,638.39
5750,67,89,89,ellipsoid,62,974.09
5751,78,53,39,cylinder,100,0
5752,94,10,64,box,22,577.17
5753,54,19,83,box,59,429.45
5754,64,10,85,box,49,341.25
5755,18,18,54,ellipsoid,23,65.07
5756,85,68,15,cylinder,8,770.55
5757,1,72,65,ellipsoid,74,5.87
5758,48,76,15,cylinder,77,121.58
5759,45,55,56,ellipsoid,57,287.87
5760,78,80,67,ellipsoid,17,1676.1
5761,14,99,55,box,6,881.37
5762,69,28,62,box,91,132.6
5763,90,86,89,ellipsoid,92,266.18
5764,35,18,55,cylinder,7,311.3
5765,32,11,55,ellipsoid,31,64.52
5766,18,3,48,box,38,19.76
5767,42,48,32,cylinder,91,56.08
5768,18,81,8,cylinder,81,21.4
5769,71,33,51,cylinder,64,415.56
5770,87,45,58,box,55,1256.83
5771,86,41,44,ellipsoid,80,149.87
5772,94,91,3,cylinder,2,242.94
5773,42,87,8,box,70,107.86
5774,61,86,73,ellipsoid,92,147.98
5775,17,45,50,cylinder,16,310.38
5776,73,31,10,box,79,58.45
5777,57,79,68,cylinder,13,2573.5
5778,7,76,5,cylinder,69,7.96
5779,29,84,20,box,66,203.74
5780,76,19,25,cylinder,3,338.27
5781,8,30,82,ellipsoid,87,12.35
5782,47,86,27,ellipsoid,39,321.55
5783,59,7,43,cylinder,36,109.79
5784,42,51,93,cylinder,63,712.03
5785,73,95,48,ellipsoid,79,337.65
5786,92,10,22,ellipsoid,49,49.85
5787,91,91,61,box,78,1366.91
5788,66,85,97,ellipsoid,40,1577.06
5789,93,87,74,ellipsoid,37,1821.96
5790,7,31,72,cylinder,55,67.92
5791,30,33,3,box,29,25.93
5792,1,28,3,box,8,0.95
5793,52,81,39,box,33,1353.73
5794,42,75,88,cylinder,69,830.13
5795,94,34,36,ellipsoid,74,144.49
5796,83,79,6,cylinder,49,193.83
5797,7,56,61,cylinder,74,60.05
5798,11,89,26,ellipsoid,42,71.3
5799,83,58,66,box,89,429.88
5800,3,49,89,box,48,83.67
5801,68,4,41,box,30,96.01
5802,93,77,35,box,87,400.76
5803,91,52,58,ellipsoid,34,874.94
5804,22,21,49,ellipsoid,14,94.03
5805,11,19,15,ellipsoid,91,1.36
5806,54,97,63,cylinder,29,2263.38
5807,74,77,74,cylinder,60,1629.33
5808,64,33,4,box,82,18.7
5809,70,48,98,ellipsoid,59,652.1
5810,81,10,57,cylinder,48,231.93
5811,1,95,45,box,100,0
5812,22,24,51,ellipsoid,1,128.76
5813,1,10,33,ellipsoid,68,0.51
5814,47,57,78,ellipsoid,78,222.05
5815,53,98,82,cylinder,50,2057.22
5816,39,11,73,ellipsoid,45,83.19
5817,5,95,90,ellipsoid,24,156.93
5818,46,41,46,box,76,256.1
5819,71,79,74,cylinder,85,601.45
5820,29,10,60,ellipsoid,92,6.72
5821,3,54,3,box,84,0.95
5822,13,6,52,cylinder,67,12.93
5823,66,39,42,ellipsoid,63,193.2
5824,6,48,87,cylinder,15,205.74
5825,69,54,43,ellipsoid,78,170.25
5826,55,34,35,box,57,346.16
5827,52,99,30,ellipsoid,100,0
5828,75,17,77,cylinder,17,787.17
5829,68,33,19,ellipsoid,89,22.65
5830,70,28,99,ellipsoid,25,702.93
5831,25,73,23,ellipsoid,94,12.16
5832,45,81,18,box,27,589.11
5833,45,31,69,ellipsoid,74,120.88
5834,35,19,13,cylinder,1,82.67
5835,96,57,38,box,67,844.01
5836,86,28,76,ellipsoid,16,742.53
5837,84,90,55,cylinder,75,1004.19
5838,61,61,54,cylinder,80,388.22
5839,20,11,56,box,60,60.61
5840,22,98,46,box,68,390.35
5841,81,33,54,ellipsoid,18,571.7
5842,11,98,87,cylinder,69,280.86
5843,83,21,97,ellipsoid,72,228.66
5844,37,95,29,box,32,852.58
5845,59,63,49,cylinder,84,281.51
5846,8,77,12,box,39,55.46
5847,29,50,18,box,71,93.09
5848,89,97,67,box,92,569.15
5849,84,52,55,cylinder,84,371.33
5850,91,10,29,ellipsoid,65,44.61
5851,85,20,52,box,48,565.4
5852,14,14,53,ellipsoid,75,12.54
5853,93,62,1,ellipsoid,75,6.96
5854,29,42,29,box,64,156.4
5855,39,94,87,cylinder,64,1109.19
5856,39,35,77,box,22,1008.37
5857,98,42,66,ellipsoid,67,433.01
5858,73,12,94,box,57,435.51
5859,3,48,95,box,12,148.07
5860,76,91,44,cylinder,71,852.51
5861,25,44,71,box,6,902.99
5862,73,47,31,ellipsoid,31,354.48
5863,31,88,32,cylinder,76,202.39
5864,69,18,34,cylinder,27,297.79
5865,23,59,41,cylinder,54,247.23
5866,85,77,62,cylinder,40,2352.05
5867,99,64,20,cylinder,98,24.48
5868,2,19,45,cylinder,85,2.47
5869,58,64,92,cylinder,60,1319.62
5870,66,67,96,ellipsoid,84,328.07
5871,58,98,69,cylinder,93,265.21
5872,48,62,61,ellipsoid,19,710.25
5873,17,31,22,cylinder,22,87.36
5874,86,38,65,cylinder,70,615.61
5875,26,35,38,ellipsoid,16,140.3
5876,98,42,24,ellipsoid,31,329.23
5877,47,62,74,ellipsoid,33,697.84
5878,31,41,70,box,81,207.92
5879,53,8,7,cylinder,65,10.03
5880,67,80,7,box,28,332.27
5881,20,35,4,cylinder,74,7.03
5882,21,10,74,cylinder,42,87.07
5883,69,84,27,box,3,1867.1
5884,2,98,49,cylinder,49,47.31
5885,70,10,99,box,16,716
5886,1,70,36,cylinder,80,4.86
5887,15,18,7,ellipsoid,30,6.39
5888,17,82,65,box,24,847.02
5889,53,24,55,box,68,275.36
5890,91,75,68,box,60,2283.37
5891,28,63,37,box,55,361.25
5892,50,99,31,box,37,1189.08
5893,37,57,57,ellipsoid,84,92.9
5894,83,26,43,cylinder,96,35.85
5895,43,83,91,ellipsoid,51,768.68
5896,41,90,98,cylinder,17,2899.51
5897,39,24,1,ellipsoid,52,2.17
5898,70,57,65,box,57,1371.7
5899,95,55,69,box,82,798.2
5900,87,24,39,cylinder,100,0
5901,84,1,53,cylinder,17,35.69
5902,79,76,30,cylinder,17,1444.22
5903,75,66,43,cylinder,88,246.74
5904,96,35,4,box,100,0
5905,64,99,80,box,52,2992.61
5906,53,27,31,ellipsoid,65,74.99
5907,72,27,49,cylinder,79,193.24
5908,52,93,66,cylinder,11,2744.19
5909,13,34,32,cylinder,28,98.37
5910,27,35,48,cylinder,82,78.87
5911,13,44,41,box,48,149.99
5912,4,71,64,cylinder,97,5.26
5913,95,53,97,cylinder,55,2123.14
5914,36,48,61,cylinder,42,590.6
5915,33,38,19,cylinder,57,98.97
5916,70,43,47,ellipsoid,25,512.49
5917,83,8,71,ellipsoid,52,109.3
5918,98,34,98,box,15,3413.93
5919,24,5,21,cylinder,85,3.65
5920,21,28,34,ellipsoid,79,20.27
5921,96,45,37,box,27,1435.2
5922,74,5,59,cylinder,30,147.62
5923,34,8,66,ellipsoid,22,67.63
5924,67,35,79,box,58,957.02
5925,18,54,58,cylinder,96,21.78
5926,21,2,31,ellipsoid,34,4.15
5927,22,81,22,ellipsoid,91,17.04
5928,78,31,86,ellipsoid,57,431.9
5929,80,52,34,cylinder,74,355.25
5930,61,24,95,box,19,1385.65
5931,43,25,2,ellipsoid,61,4.05
5932,80,44,20,cylinder,80,136.01
5933,95,79,28,box,90,258.47
5934,9,47,37,cylinder,79,31.75
5935,56,92,76,ellipsoid,24,1437.36
5936,58,26,45,box,92,66.77
5937,16,49,81,ellipsoid,21,242.32
5938,53,53,15,box,58,217.66
5939,82,66,6,ellipsoid,55,70.58
5940,32,46,84,box,49,775.64
5941,93,90,8,ellipsoid,19,261.97
5942,19,28,91,box,25,446.6
5943,70,56,94,ellipsoid,60,711.93
5944,15,85,3,ellipsoid,86,2.58
5945,36,80,99,ellipsoid,35,895.17
5946,55,2,92,ellipsoid,82,8.79
5947,40,9,34,cylinder,57,50.84
5948,8,75,73,ellipsoid,90,21.15
5949,27,75,79,ellipsoid,44,432.71
5950,44,57,1,cylinder,57,10.41
5951,42,25,86,ellipsoid,48,226.8
5952,42,20,86,cylinder,84,111.65
5953,97,5,28,cylinder,70,39.35
5954,79,61,90,ellipsoid,10,1885.41
5955,49,59,10,cylinder,60,111.71
5956,58,88,58,ellipsoid,3,1386.99
5957,83,59,67,cylinder,61,1236.13
5958,16,36,16,cylinder,56,39.17
5959,70,77,35,ellipsoid,80,182.24
5960,31,48,34,box,100,0
5961,6,29,37,box,4,76.01
5962,24,80,47,box,100,0
5963,86,39,62,cylinder,4,1928.5
5964,82,19,45,ellipsoid,33,226.89
5965,28,69,59,box,69,434.63
5966,95,52,22,ellipsoid,6,493.44
5967,62,38,23,ellipsoid,18,214.62
5968,88,52,11,box,97,18.57
5969,75,46,66,cylinder,22,1715.74
5970,75,89,47,ellipsoid,24,1151.66
5971,90,4,69,ellipsoid,70,35.99
5972,69,50,37,box,39,957.75
5973,24,20,79,cylinder,6,344.34
5974,87,34,2,ellipsoid,67,9.42
5975,52,9,36,ellipsoid,59,33.36
5976,19,36,22,cylinder,99,1.45
5977,35,72,71,ellipsoid,49,440.75
5978,22,30,92,cylinder,80,117.31
5979,67,34,58,ellipsoid,60,255.27
5980,1,25,89,box,19,22.16
5981,97,30,9,cylinder,65,88.55
5982,9,57,93,ellipsoid,1,228.13
5983,88,46,28,cylinder,78,240.88
5984,70,57,81,ellipsoid,97,46.83
5985,20,90,57,box,56,555.27
5986,59,43,56,cylinder,33,919.55
5987,24,94,49,box,98,27.19
5988,23,91,3,ellipsoid,11,26.99
5989,82,75,81,box,88,735.26
5990,28,37,37,ellipsoid,4,177.74
5991,38,53,26,ellipsoid,24,192.22
5992,55,54,74,cylinder,26,1571.13
5993,14,67,11,box,73,34.26
5994,3,93,6,ellipsoid,81,1.53
5995,48,9,91,ellipsoid,70,56.96
5996,30,3,16,ellipsoid,77,1.59
5997,40,20,52,cylinder,73,108.5
5998,34,93,31,cylinder,56,416.64
5999,89,3,18,ellipsoid,57,9.98
6000,81,74,52,ellipsoid,70,451.65
6001,53,13,85,cylinder,67,186.7
6002,89,43,1,ellipsoid,94,1.1
6003,75,34,65,cylinder,69,496.37
6004,39,84,69,ellipsoid,48,567.75
6005,79,93,56,cylinder,84,635.93
6006,24,33,19,cylinder,54,66.87
6007,15,70,58,box,11,666.67
6008,62,67,7,cylinder,66,95.5
6009,43,48,61,cylinder,25,912.21
6010,91,89,18,cylinder,54,647.82
6011,98,66,56,box,63,1648.4
6012,59,99,79,box,95,283.78
6013,15,41,94,cylinder,81,106.1
6014,53,24,6,cylinder,99,0.73
6015,71,20,56,cylinder,58,322.64
6016,26,47,75,box,71,326.91
6017,92,46,98,ellipsoid,14,1722.8
6018,55,87,75,cylinder,45,1906.78
6019,70,43,62,ellipsoid,32,612.95
6020,57,39,2,ellipsoid,23,16.53
6021,75,63,32,ellipsoid,40,438.19
6022,7,54,18,box,55,37.66
6023,82,7,62,box,28,315.16
6024,41,70,35,cylinder,15,824.82
6025,11,82,20,ellipsoid,92,6.97
6026,43,90,62,ellipsoid,67,382.45
6027,50,22,6,box,81,15.42
6028,81,37,98,cylinder,52,1361.91
6029,67,92,63,ellipsoid,90,187.57
6030,40,21,11,box,35,73.87
6031,35,51,92,box,84,323.18
6032,33,56,81,box,67,607.58
6033,11,1,86,ellipsoid,39,2.78
6034,22,48,87,cylinder,13,772.14
6035,13,3,76,box,77,8.38
6036,61,27,7,box,92,11.34
6037,35,51,83,box,26,1348.5
6038,26,89,56,cylinder,87,162.73
6039,17,23,88,ellipsoid,67,54.84
6040,98,61,26,box,92,152.94
6041,47,80,64,box,13,2575.08
6042,93,13,48,cylinder,62,213.03
6043,80,8,60,cylinder,73,100.15
6044,48,74,96,cylinder,53,1548.23
6045,56,88,53,ellipsoid,23,971.4
6046,29,50,78,cylinder,73,294.99
6047,35,91,33,cylinder,52,487.37
6048,19,10,96,ellipsoid,44,49.33
6049,43,61,66,ellipsoid,92,66.89
6050,59,2,72,ellipsoid,51,20.1
6051,37,62,85,ellipsoid,57,404.99
6052,25,53,81,cylinder,15,881.28
6053,60,80,90,ellipsoid,89,229.53
6054,72,20,16,box,42,164.36
6055,41,18,13,box,41,69.62
6056,29,9,29,ellipsoid,85,5.48
6057,27,47,9,box,50,70.23
6058,57,69,74,box,2,3508.22
6059,77,4,78,ellipsoid,100,0
6060,54,60,80,cylinder,16,2103.33
6061,54,65,8,ellipsoid,74,35.26
6062,81,45,90,box,56,1775.4
6063,29,1,29,box,51,5.06
6064,97,77,1,box,86,12.86
6065,17,30,46,ellipsoid,11,100.85
6066,52,42,72,ellipsoid,38,470.91
6067,94,17,19,ellipsoid,59,60.12
6068,54,55,59,ellipsoid,72,236.99
6069,82,99,86,box,80,1717.44
6070,19,44,96,box,95,49.35
6071,98,30,47,ellipsoid,12,587.34
6072,48,80,8,box,13,328.73
6073,37,5,96,box,97,6.55
6074,77,97,89,box,2,8012.78
6075,71,59,38,ellipsoid,49,392.12
6076,89,24,61,box,2,1570.58
6077,84,18,65,cylinder,23,731.05
6078,21,8,56,box,77,26.61
6079,83,72,33,cylinder,34,1257.37
6080,92,63,80,ellipsoid,24,1702.14
6081,48,32,30,cylinder,89,48.96
6082,36,95,43,ellipsoid,52,340.95
6083,85,61,76,box,20,3877.55
6084,92,52,93,box,63,2024.79
6085,41,22,94,cylinder,77,188.38
6086,42,60,21,ellipsoid,18,209.6
6087,36,62,57,box,11,1392.72
6088,59,43,28,ellipsoid,50,171.55
6089,91,49,23,cylinder,35,643.98
6090,84,49,60,ellipsoid,95,59.64
6091,94,75,67,box,73,1568.67
6092,40,20,8,cylinder,94,3.7
6093,81,83,47,ellipsoid,66,518.92
6094,25,78,39,box,91,84.18
6095,3,17,64,box,14,34.52
6096,10,33,10,ellipsoid,4,15.3
6097,29,73,45,box,8,1078.01
6098,27,13,91,box,29,278.94
6099,43,44,70,ellipsoid,83,108.75
6100,83,48,14,box,27,500.81
6101,31,1,90,cylinder,11,23.98
6102,47,66,87,ellipsoid,90,130.35
6103,3,44,62,ellipsoid,23,30.43
6104,41,14,4,box,100,0
6105,46,50,87,box,16,2067.43
6106,87,78,59,ellipsoid,21,1527.76
6107,78,36,69,ellipsoid,41,552.15
6108,98,11,85,ellipsoid,34,292.11
6109,88,78,87,ellipsoid,36,1846.04
6110,25,56,29,box,11,444.44
6111,20,88,83,ellipsoid,72,197.56
6112,35,31,64,ellipsoid,3,325.34
6113,54,81,94,ellipsoid,30,1390.17
6114,18,6,95,ellipsoid,56,21.8
